person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
OWN,VENTURE,A,24,12000,6.03,0,0.3,4,40000,0,N
MORTGAGE,DEBTCONSOLIDATION,A,24,3600,5.42,0,0.05,4,78000,8,N
MORTGAGE,EDUCATION,A,23,12400,7.29,0,0.16,3,78000,7,N
RENT,MEDICAL,A,26,11200,0,1,0.31,3,36000,4,N
MORTGAGE,PERSONAL,C,26,12000,13.43,0,0.15,4,78000,8,N
RENT,VENTURE,D,25,11200,17.27,1,0.36,4,30840,2,N
RENT,VENTURE,A,22,11200,7.88,0,0.28,2,40000,2,N
RENT,MEDICAL,B,24,11200,10.62,0,0.27,3,41600,2,N
MORTGAGE,EDUCATION,A,22,12000,6.54,0,0.15,3,78000,3,N
RENT,VENTURE,D,21,11200,16.77,0,0.27,4,42000,5,N
MORTGAGE,DEBTCONSOLIDATION,A,25,10000,5.79,0,0.13,2,78000,0,N
MORTGAGE,VENTURE,A,23,6000,6.91,0,0.08,4,78000,2,N
RENT,EDUCATION,B,22,11200,0,0,0.27,4,42000,6,N
MORTGAGE,PERSONAL,B,26,1750,10.36,0,0.02,2,78000,4,N
RENT,PERSONAL,B,23,11200,10.59,0,0.25,2,45000,2,N
MORTGAGE,VENTURE,A,25,14000,7.51,0,0.18,3,78000,0,N
MORTGAGE,VENTURE,C,23,12000,13.61,1,0.17,2,72000,6,Y
RENT,MEDICAL,C,24,11200,12.04,0,0.25,3,45000,0,Y
OWN,VENTURE,C,26,2400,14.72,0,0.03,3,78000,2,Y
MORTGAGE,DEBTCONSOLIDATION,A,22,15000,7.88,0,0.19,3,78000,6,N
MORTGAGE,VENTURE,D,23,25000,15.58,0,0.32,3,78000,0,Y
MORTGAGE,DEBTCONSOLIDATION,B,25,2400,11.86,0,0.03,4,78000,4,N
MORTGAGE,HOMEIMPROVEMENT,B,24,9800,10.99,0,0.13,3,78000,8,N
MORTGAGE,EDUCATION,B,23,1000,9.88,0,0.01,3,78000,7,N
RENT,VENTURE,C,24,11200,13.85,0,0.22,3,50000,0,Y
MORTGAGE,EDUCATION,F,23,19000,0,1,0.26,2,72000,5,Y
RENT,MEDICAL,A,22,11200,6.62,0,0.22,4,52000,0,N
MORTGAGE,EDUCATION,A,23,6150,7.88,0,0.08,2,78000,7,N
RENT,EDUCATION,C,23,11200,13.99,0,0.21,2,54000,4,Y
MORTGAGE,EDUCATION,B,22,18000,10.99,0,0.23,3,78000,6,N
MORTGAGE,MEDICAL,A,22,7750,7.51,0,0.1,4,78000,6,N
MORTGAGE,EDUCATION,E,22,16000,16.45,0,0.21,2,78000,6,Y
MORTGAGE,EDUCATION,E,22,16000,16.45,0,0.21,3,78000,3,N
MORTGAGE,PERSONAL,A,24,14500,7.51,0,0.19,4,78000,4,N
RENT,EDUCATION,C,23,11200,10.78,0,0.19,3,60000,0,N
OWN,EDUCATION,B,24,25000,12.18,0,0.32,4,78000,8,N
RENT,PERSONAL,B,24,11200,9.99,0,0.18,3,61000,8,N
RENT,PERSONAL,A,22,11200,6.62,0,0.18,4,61200,6,N
OWN,PERSONAL,A,22,4000,7.74,0,0.05,4,78000,6,N
MORTGAGE,HOMEIMPROVEMENT,B,25,14200,11.48,0,0.18,3,78000,9,N
RENT,DEBTCONSOLIDATION,C,22,11200,13.16,1,0.19,3,57800,6,N
MORTGAGE,DEBTCONSOLIDATION,C,24,8000,13.22,0,0.1,2,78000,5,N
MORTGAGE,EDUCATION,B,23,16000,11.89,0,0.21,3,78000,1,N
MORTGAGE,DEBTCONSOLIDATION,B,22,9600,10.95,0,0.12,2,78000,6,N
MORTGAGE,MEDICAL,D,25,20000,14.74,1,0.28,2,61200,9,Y
RENT,PERSONAL,B,25,11200,11.99,0,0.16,2,68000,4,N
RENT,VENTURE,B,22,11200,0,0,0.16,2,69700,4,N
RENT,VENTURE,B,24,11200,11.36,0,0.16,3,71000,8,N
MORTGAGE,MEDICAL,B,24,13500,10.83,1,0.19,2,61200,9,N
OTHER,PERSONAL,B,22,5600,0,0,0.07,2,78000,4,N
RENT,PERSONAL,B,25,11200,10.36,0,0.16,2,72000,8,N
MORTGAGE,HOMEIMPROVEMENT,B,25,25000,9.64,0,0.32,4,78000,0,N
RENT,VENTURE,B,26,11200,11.71,0,0.14,3,78402,3,N
RENT,HOMEIMPROVEMENT,B,25,11200,0,0,0.14,3,80000,0,N
MORTGAGE,MEDICAL,A,25,6000,6.54,0,0.08,3,78200,9,N
RENT,PERSONAL,A,25,11200,5.42,0,0.14,4,82000,9,N
MORTGAGE,MEDICAL,E,23,15000,16.82,1,0.21,3,61455,0,N
RENT,EDUCATION,A,24,11200,0,0,0.13,4,86700,2,N
OWN,EDUCATION,A,24,4000,5.42,0,0.05,3,78386,3,N
MORTGAGE,VENTURE,D,22,5000,17.49,0,0.06,3,78400,2,Y
MORTGAGE,VENTURE,C,24,17400,13.48,0,0.22,2,78400,5,N
RENT,EDUCATION,C,26,11200,13.98,0,0.11,2,100016,10,Y
MORTGAGE,EDUCATION,B,22,17500,10.65,0,0.22,2,78413,6,N
MORTGAGE,HOMEIMPROVEMENT,B,26,8000,11.49,0,0.1,4,78420,2,N
MORTGAGE,VENTURE,A,24,6000,7.49,0,0.08,4,78500,8,N
MORTGAGE,EDUCATION,A,23,7200,7.49,0,0.09,3,78500,7,N
MORTGAGE,VENTURE,D,25,16000,15.28,1,0.22,4,72500,3,Y
MORTGAGE,DEBTCONSOLIDATION,A,23,4800,7.14,0,0.06,4,78500,7,N
RENT,EDUCATION,A,24,11200,7.49,0,0.1,4,110000,1,N
MORTGAGE,DEBTCONSOLIDATION,A,25,16000,7.88,0,0.2,2,78500,9,N
RENT,PERSONAL,A,24,11200,5.79,0,0.06,4,180000,3,N
RENT,DEBTCONSOLIDATION,A,25,11250,9.38,0,0.25,2,45000,2,N
RENT,HOMEIMPROVEMENT,C,25,11250,0,0,0.15,3,75000,1,N
MORTGAGE,PERSONAL,A,22,5900,7.49,1,0.08,3,72644,3,N
MORTGAGE,MEDICAL,D,26,10000,14.83,1,0.14,4,61754,7,N
RENT,MEDICAL,C,21,11300,13.49,1,0.32,3,35000,5,N
RENT,EDUCATION,C,26,11300,13.22,0,0.27,4,41892,8,N
MORTGAGE,MEDICAL,B,25,10000,9.62,0,0.13,2,78720,6,N
MORTGAGE,EDUCATION,D,22,5500,14.61,0,0.07,4,78792,4,N
OWN,VENTURE,B,23,20000,12.42,0,0.25,3,78885,2,N
MORTGAGE,MEDICAL,B,26,17500,11.83,0,0.22,2,78948,3,N
MORTGAGE,PERSONAL,B,22,7500,0,1,0.1,2,72955,6,N
RENT,EDUCATION,C,22,11300,13.48,0,0.25,2,45000,6,Y
OWN,MEDICAL,B,22,10000,11.11,0,0.13,2,78996,6,N
RENT,MEDICAL,A,23,11300,7.49,0,0.16,2,71000,7,N
RENT,DEBTCONSOLIDATION,B,21,11325,9.91,1,0.39,3,29000,5,N
MORTGAGE,MEDICAL,A,22,10375,6.62,0,0.13,4,79000,6,N
MORTGAGE,EDUCATION,A,23,17825,6.62,0,0.23,2,79000,7,N
RENT,MEDICAL,B,25,11325,12.69,1,0.31,4,36000,7,N
MORTGAGE,PERSONAL,A,24,8000,5.99,0,0.1,3,79000,4,N
RENT,VENTURE,A,25,11400,7.51,1,0.38,4,30000,10,N
RENT,EDUCATION,A,26,11400,7.66,0,0.27,3,41500,9,N
RENT,MEDICAL,A,24,11400,0,0,0.27,2,43000,3,N
OWN,VENTURE,A,25,14000,6.92,0,0.18,2,79000,3,N
MORTGAGE,VENTURE,C,22,35000,13.8,0,0.44,2,79000,3,Y
RENT,EDUCATION,D,22,11400,17.58,0,0.23,4,50000,6,Y
RENT,PERSONAL,C,23,11400,15.23,0,0.19,4,60000,4,Y
MORTGAGE,DEBTCONSOLIDATION,A,25,10000,5.79,0,0.13,2,79000,9,N
MORTGAGE,HOMEIMPROVEMENT,A,25,20000,6.91,0,0.25,3,79000,3,N
MORTGAGE,MEDICAL,C,22,2000,13.35,1,0.03,4,62050,1,Y
RENT,HOMEIMPROVEMENT,B,24,11400,11.89,0,0.18,3,65000,2,N
RENT,DEBTCONSOLIDATION,D,24,11400,14.84,1,0.16,4,73000,1,Y
MORTGAGE,DEBTCONSOLIDATION,A,25,9000,6.76,0,0.11,4,79000,0,N
MORTGAGE,MEDICAL,B,25,18300,10.62,1,0.25,3,62050,7,N
MORTGAGE,EDUCATION,B,22,10000,10.99,0,0.13,2,79000,6,N
MORTGAGE,EDUCATION,A,23,3200,7.88,0,0.04,2,79000,2,N
RENT,VENTURE,B,23,11425,10.37,0,0.11,3,107806,3,N
MORTGAGE,EDUCATION,C,23,16000,12.73,0,0.2,4,79000,7,Y
MORTGAGE,VENTURE,C,22,11000,13.11,0,0.14,4,79000,6,Y
MORTGAGE,PERSONAL,C,26,14000,13.57,0,0.18,3,79000,6,Y
OWN,VENTURE,B,25,14500,11.48,0,0.18,3,79000,9,N
MORTGAGE,DEBTCONSOLIDATION,C,26,18500,0,0,0.23,3,79000,4,Y
MORTGAGE,MEDICAL,C,25,15000,13.79,0,0.19,2,79000,2,N
MORTGAGE,PERSONAL,B,25,7500,10.01,0,0.09,3,79000,9,N
MORTGAGE,VENTURE,A,23,3300,5.42,0,0.04,3,79100,4,N
RENT,EDUCATION,A,24,11500,7.51,1,0.48,3,24000,0,N
MORTGAGE,MEDICAL,A,26,6075,6.03,0,0.08,2,79200,8,N
OWN,VENTURE,A,24,3800,6.62,0,0.05,4,79200,8,N
MORTGAGE,EDUCATION,A,23,5000,5.42,0,0.06,3,79200,7,N
MORTGAGE,EDUCATION,A,23,8000,7.88,0,0.1,4,79200,6,N
MORTGAGE,VENTURE,B,22,4750,10.25,0,0.06,3,79200,6,N
MORTGAGE,EDUCATION,C,26,10000,12.23,0,0.13,3,79380,5,Y
MORTGAGE,HOMEIMPROVEMENT,B,24,12000,9.88,0,0.15,4,79400,8,N
OTHER,MEDICAL,D,25,20000,15.05,1,0.27,3,62393,0,Y
MORTGAGE,EDUCATION,B,26,6000,11.36,0,0.08,2,79500,1,N
MORTGAGE,DEBTCONSOLIDATION,B,26,8000,12.53,0,0.1,4,79560,10,N
RENT,DEBTCONSOLIDATION,A,26,11500,6.62,1,0.34,3,34100,0,N
MORTGAGE,EDUCATION,A,22,7000,7.74,0,0.09,3,79618,6,N
RENT,HOMEIMPROVEMENT,D,21,11500,15.31,1,0.33,2,34500,2,N
MORTGAGE,EDUCATION,C,24,7200,14.17,0,0.09,3,79632,8,Y
MORTGAGE,DEBTCONSOLIDATION,B,26,7200,9.99,0,0.09,3,79700,9,N
MORTGAGE,HOMEIMPROVEMENT,A,25,10000,0,0,0.13,4,79700,6,N
OWN,EDUCATION,C,24,12000,13.49,0,0.15,4,79768,2,Y
OWN,EDUCATION,A,23,13000,7.29,0,0.33,4,40000,7,N
MORTGAGE,EDUCATION,A,25,10000,6.03,0,0.13,2,79992,9,N
MORTGAGE,DEBTCONSOLIDATION,B,23,6000,0,0,0.08,3,79992,7,N
RENT,DEBTCONSOLIDATION,B,23,11500,11.49,1,0.34,2,34000,0,N
MORTGAGE,EDUCATION,E,23,24000,16.32,0,0.3,3,79996,2,Y
OWN,EDUCATION,A,23,3000,7.66,0,0.07,3,40000,6,N
MORTGAGE,EDUCATION,B,26,15000,9.91,1,0.2,3,74000,8,N
RENT,EDUCATION,B,26,11500,10.95,0,0.28,4,41784,0,N
MORTGAGE,VENTURE,D,26,12000,16.29,0,0.15,2,80000,5,N
RENT,DEBTCONSOLIDATION,A,24,11500,7.88,0,0.27,2,42000,8,N
MORTGAGE,VENTURE,E,25,4000,19.03,0,0.05,3,80000,9,Y
MORTGAGE,HOMEIMPROVEMENT,A,25,6000,7.9,0,0.07,3,80000,7,N
RENT,VENTURE,C,25,11500,13.79,0,0.27,3,42000,9,Y
MORTGAGE,MEDICAL,A,24,10000,0,0,0.13,2,80000,9,N
RENT,DEBTCONSOLIDATION,C,26,11500,11.78,0,0.25,4,45760,8,N
RENT,VENTURE,C,25,11500,12.53,0,0.25,4,45996,3,N
MORTGAGE,EDUCATION,B,23,15000,12.42,0,0.19,2,80000,7,N
MORTGAGE,MEDICAL,A,26,11000,7.9,1,0.15,3,62900,4,N
RENT,HOMEIMPROVEMENT,A,26,11500,7.51,0,0.2,3,57000,0,N
MORTGAGE,MEDICAL,C,25,25000,13.49,0,0.31,2,80000,4,N
OWN,EDUCATION,A,22,8000,5.79,0,0.2,2,40000,4,N
RENT,EDUCATION,A,24,11500,5.79,0,0.18,3,62500,5,N
MORTGAGE,DEBTCONSOLIDATION,B,23,24000,11.71,0,0.3,3,80000,3,N
MORTGAGE,HOMEIMPROVEMENT,A,24,18000,7.9,0,0.23,2,80000,8,N
RENT,VENTURE,C,24,11500,14.79,0,0.18,2,63000,3,N
RENT,VENTURE,A,24,11500,0,0,0.17,2,68298,3,N
RENT,VENTURE,B,23,11500,11.86,0,0.16,3,70000,2,N
MORTGAGE,PERSONAL,B,24,8000,0,0,0.1,4,80000,8,N
MORTGAGE,EDUCATION,A,24,10000,8.9,0,0.13,4,80000,8,N
RENT,EDUCATION,B,24,11500,10.74,0,0.16,3,74000,3,N
MORTGAGE,DEBTCONSOLIDATION,A,25,4000,6.62,0,0.05,2,80000,9,N
MORTGAGE,VENTURE,A,24,12000,6.62,0,0.15,2,80000,7,N
RENT,HOMEIMPROVEMENT,B,26,11500,11.99,0,0.15,3,79000,7,N
MORTGAGE,EDUCATION,A,25,18000,7.9,1,0.24,2,74000,9,N
RENT,VENTURE,B,24,11500,10.38,0,0.09,2,125000,4,N
RENT,MEDICAL,C,24,11525,12.99,0,0.28,3,41000,4,Y
RENT,DEBTCONSOLIDATION,D,25,11550,16.77,1,0.15,2,77954,9,N
RENT,PERSONAL,A,22,11575,0,0,0.29,3,40000,0,N
OWN,VENTURE,C,25,12800,0,0,0.16,3,80000,9,N
MORTGAGE,MEDICAL,B,22,9500,11.71,0,0.12,2,80000,5,N
RENT,DEBTCONSOLIDATION,A,26,11600,6.99,0,0.17,3,70000,0,N
MORTGAGE,HOMEIMPROVEMENT,C,26,4200,14.27,0,0.05,4,80000,2,N
RENT,MEDICAL,B,26,11600,10.99,0,0.16,2,71000,0,N
RENT,EDUCATION,B,23,11650,11.99,0,0.29,4,40000,7,N
MORTGAGE,VENTURE,B,22,16000,12.42,0,0.2,4,80000,6,N
RENT,MEDICAL,C,23,11650,13.47,0,0.2,2,57996,1,N
RENT,MEDICAL,B,26,11700,11.71,1,0.39,2,30000,6,N
MORTGAGE,HOMEIMPROVEMENT,C,24,7000,14.65,0,0.09,4,80000,6,N
MORTGAGE,VENTURE,A,25,6000,6.03,0,0.07,4,80000,9,N
MORTGAGE,PERSONAL,C,25,4900,15.27,0,0.06,4,80000,2,N
MORTGAGE,HOMEIMPROVEMENT,A,26,7000,6.03,0,0.09,4,80000,10,N
MORTGAGE,EDUCATION,A,22,4000,7.51,1,0.05,3,74000,6,N
MORTGAGE,PERSONAL,A,25,18200,7.9,0,0.23,2,80000,5,N
RENT,DEBTCONSOLIDATION,E,22,11750,17.14,1,0.18,2,66000,6,N
MORTGAGE,MEDICAL,A,25,5000,7.51,0,0.06,3,80000,2,N
RENT,PERSONAL,C,22,11775,13.49,0,0.27,4,44400,1,Y
RENT,VENTURE,B,22,11800,10.95,1,0.34,2,35000,4,N
MORTGAGE,VENTURE,B,25,10000,0,0,0.13,4,80000,6,N
RENT,VENTURE,A,24,11800,6.92,0,0.29,4,40000,3,N
MORTGAGE,MEDICAL,A,25,3000,6.03,0,0.04,2,80000,6,N
RENT,EDUCATION,B,23,11800,12.69,0,0.28,2,42000,6,N
RENT,DEBTCONSOLIDATION,C,26,11800,13.11,0,0.16,3,76000,5,Y
RENT,VENTURE,C,22,11800,13.99,0,0.13,4,94000,5,N
MORTGAGE,EDUCATION,D,23,7000,16.29,0,0.09,3,80000,7,Y
RENT,MEDICAL,D,22,11850,14.11,1,0.28,2,42500,7,Y
RENT,PERSONAL,B,25,11875,10.65,0,0.24,2,50000,6,N
RENT,DEBTCONSOLIDATION,A,23,11900,7.66,1,0.34,3,35000,2,N
MORTGAGE,PERSONAL,A,25,11000,6.62,0,0.14,3,80000,4,N
RENT,DEBTCONSOLIDATION,A,21,11975,0,0,0.24,3,50000,5,N
MORTGAGE,VENTURE,B,23,22000,10.65,0,0.28,2,80000,7,N
MORTGAGE,VENTURE,A,23,2000,7.9,0,0.03,4,80000,5,N
MORTGAGE,PERSONAL,C,24,2000,15.27,0,0.03,3,80000,4,Y
RENT,VENTURE,A,25,12000,8.07,1,0.6,4,20000,1,N
MORTGAGE,EDUCATION,B,22,35000,0,0,0.44,2,80000,6,N
MORTGAGE,VENTURE,A,25,12000,5.99,0,0.15,2,80000,5,N
OWN,EDUCATION,C,24,2200,13.49,0,0.03,4,80000,5,N
MORTGAGE,DEBTCONSOLIDATION,D,23,25975,0,1,0.35,2,74000,5,N
RENT,PERSONAL,C,22,12000,14.79,1,0.5,2,24000,0,N
RENT,PERSONAL,B,24,12000,10.36,1,0.5,4,24000,3,N
RENT,DEBTCONSOLIDATION,D,25,12000,12.17,1,0.5,4,24000,1,Y
MORTGAGE,HOMEIMPROVEMENT,A,24,5000,6.99,0,0.06,4,80000,2,N
RENT,PERSONAL,B,22,12000,9.63,1,0.48,3,24996,4,N
MORTGAGE,EDUCATION,B,23,10000,0,0,0.13,2,80000,7,N
RENT,MEDICAL,A,24,12000,7.9,1,0.46,2,26000,5,N
RENT,MEDICAL,B,25,12000,11.99,1,0.46,3,26000,5,N
MORTGAGE,VENTURE,D,25,14000,15.62,0,0.17,4,80000,9,Y
RENT,VENTURE,C,24,12000,14.26,1,0.46,3,26000,5,N
MORTGAGE,HOMEIMPROVEMENT,A,24,5550,8.49,0,0.07,2,80000,8,N
MORTGAGE,EDUCATION,A,21,12000,5.99,0,0.15,2,80000,5,N
MORTGAGE,MEDICAL,B,24,2500,11.49,0,0.03,2,80000,2,N
RENT,EDUCATION,C,23,12000,14.27,1,0.43,4,28000,2,Y
MORTGAGE,VENTURE,A,24,3000,6.99,0,0.04,2,80000,4,N
MORTGAGE,EDUCATION,B,22,16000,11.99,0,0.2,3,80000,6,N
RENT,MEDICAL,D,24,12000,15.05,1,0.41,2,29000,0,Y
MORTGAGE,EDUCATION,A,23,9000,7.49,0,0.11,4,80000,6,N
MORTGAGE,MEDICAL,B,23,8000,10.99,0,0.1,3,80000,4,N
RENT,VENTURE,A,24,12000,7.66,1,0.41,3,29435,8,N
MORTGAGE,MEDICAL,A,26,5000,0,0,0.06,3,80000,5,N
MORTGAGE,MEDICAL,B,25,15500,0,0,0.19,3,80000,0,N
RENT,EDUCATION,B,22,12000,10.99,1,0.4,3,30000,1,N
MORTGAGE,VENTURE,D,24,5000,15.62,0,0.06,2,80000,8,Y
RENT,VENTURE,A,21,12000,5.79,1,0.4,3,30000,5,N
RENT,EDUCATION,A,24,12000,6.91,1,0.4,3,30000,0,N
MORTGAGE,PERSONAL,A,23,3000,5.99,0,0.04,3,80000,0,N
OWN,PERSONAL,B,25,2700,10.59,0,0.03,4,80000,9,N
OWN,VENTURE,A,24,12000,7.49,0,0.15,3,80000,8,N
MORTGAGE,VENTURE,C,23,4000,15.23,0,0.05,3,80000,7,N
RENT,EDUCATION,C,22,12000,13.72,1,0.4,2,30000,2,N
MORTGAGE,VENTURE,A,23,5500,5.42,0,0.07,2,80000,3,N
RENT,VENTURE,D,22,12000,14.46,1,0.4,2,30000,2,N
MORTGAGE,VENTURE,C,24,12000,13.99,0,0.15,3,80000,8,Y
RENT,EDUCATION,B,22,12000,10.62,1,0.4,3,30000,4,N
MORTGAGE,MEDICAL,A,24,9000,0,0,0.11,4,80000,8,N
OWN,VENTURE,A,23,4000,5.99,0,0.05,4,80000,7,N
RENT,PERSONAL,B,24,12000,11.48,1,0.4,3,30000,0,N
RENT,VENTURE,B,25,12000,11.48,1,0.4,4,30000,0,N
RENT,MEDICAL,A,22,12000,9.32,1,0.4,3,30000,0,N
OWN,EDUCATION,B,22,4800,10.99,0,0.06,4,80000,4,N
MORTGAGE,VENTURE,A,25,10000,7.49,0,0.13,4,80000,2,N
MORTGAGE,EDUCATION,A,23,6000,5.99,0,0.07,4,80000,3,N
MORTGAGE,DEBTCONSOLIDATION,B,26,10800,11.99,0,0.14,3,80000,10,N
MORTGAGE,EDUCATION,C,21,5000,12.99,0,0.06,2,80000,5,N
RENT,DEBTCONSOLIDATION,B,22,12000,10.25,1,0.39,4,31000,0,N
MORTGAGE,EDUCATION,D,25,20000,15.62,0,0.25,3,80000,3,Y
OWN,DEBTCONSOLIDATION,G,24,35000,20.11,1,0.47,3,74000,8,N
MORTGAGE,DEBTCONSOLIDATION,A,25,10250,5.42,0,0.13,4,80000,9,N
RENT,EDUCATION,B,22,12000,10.39,1,0.38,2,31200,6,N
RENT,DEBTCONSOLIDATION,A,22,12000,5.42,1,0.38,2,31800,0,N
MORTGAGE,EDUCATION,B,22,1500,10.37,0,0.02,2,80000,7,N
MORTGAGE,EDUCATION,B,26,24000,10.74,1,0.32,3,74000,1,N
RENT,MEDICAL,A,24,12000,7.51,1,0.38,2,32000,4,N
MORTGAGE,VENTURE,G,22,19000,20.48,1,0.26,2,74000,0,Y
MORTGAGE,PERSONAL,B,23,2100,0,1,0.03,4,74000,7,N
MORTGAGE,VENTURE,A,23,4800,7.29,0,0.06,4,80000,7,N
RENT,MEDICAL,A,24,12000,7.29,1,0.38,2,32000,1,N
MORTGAGE,PERSONAL,A,22,7250,0,0,0.09,3,80000,4,N
RENT,EDUCATION,C,24,12000,13.85,1,0.38,3,32000,5,N
MORTGAGE,DEBTCONSOLIDATION,E,26,16800,16.4,1,0.23,4,74000,0,Y
RENT,DEBTCONSOLIDATION,C,24,12000,12.87,1,0.38,2,32000,8,Y
RENT,MEDICAL,A,26,12000,8.94,1,0.38,3,32000,6,N
RENT,PERSONAL,B,21,12000,0,1,0.38,4,32000,0,N
MORTGAGE,HOMEIMPROVEMENT,C,25,14625,12.68,0,0.18,4,80000,5,Y
RENT,MEDICAL,B,22,12000,11.49,1,0.37,2,32500,0,N
RENT,DEBTCONSOLIDATION,A,23,12000,8.49,1,0.36,3,33000,8,N
MORTGAGE,HOMEIMPROVEMENT,B,25,12000,10,0,0.15,4,80000,9,N
RENT,PERSONAL,C,22,12000,13.98,1,0.36,3,33504,3,Y
MORTGAGE,PERSONAL,D,24,25000,14.46,0,0.31,2,80000,8,Y
RENT,VENTURE,C,23,12000,13.11,1,0.36,4,33504,5,Y
RENT,PERSONAL,B,22,12000,9.91,1,0.36,4,33600,5,N
RENT,MEDICAL,B,21,12000,11.12,1,0.36,3,33600,2,N
MORTGAGE,EDUCATION,A,26,6300,5.79,0,0.08,4,80000,0,N
RENT,MEDICAL,B,24,12000,11.71,1,0.35,4,34000,8,N
MORTGAGE,PERSONAL,A,24,20000,6.54,0,0.25,4,80000,2,N
OWN,PERSONAL,B,23,9000,9.62,0,0.11,2,80000,7,N
MORTGAGE,DEBTCONSOLIDATION,A,25,13000,6.54,0,0.16,3,80000,9,N
RENT,PERSONAL,D,26,12000,14.96,1,0.35,3,34000,2,N
OWN,EDUCATION,A,24,16000,6.17,0,0.2,4,80000,0,N
MORTGAGE,VENTURE,A,25,12000,6.91,0,0.15,2,80000,0,N
MORTGAGE,EDUCATION,A,26,18000,5.79,0,0.23,4,80000,3,N
RENT,DEBTCONSOLIDATION,C,23,12000,12.84,1,0.35,4,34000,5,N
MORTGAGE,DEBTCONSOLIDATION,A,25,18000,5.79,0,0.23,2,80000,5,N
MORTGAGE,MEDICAL,A,26,2000,6.91,0,0.03,3,80000,6,N
MORTGAGE,MEDICAL,A,25,3000,6.17,0,0.04,4,80000,9,N
MORTGAGE,EDUCATION,B,25,25000,10.36,0,0.31,3,80000,5,N
MORTGAGE,MEDICAL,A,25,10000,5.79,0,0.13,4,80000,0,N
RENT,EDUCATION,B,24,12000,10.62,1,0.35,3,34132,0,N
OWN,EDUCATION,A,22,6000,8,0,0.15,3,40000,0,N
RENT,DEBTCONSOLIDATION,B,26,12000,10.39,1,0.35,2,34138,3,N
RENT,EDUCATION,D,22,12000,14.84,1,0.35,2,34500,3,Y
RENT,MEDICAL,B,24,12000,10.38,1,0.35,2,34500,4,N
OWN,VENTURE,B,23,25000,9.99,0,0.31,3,80000,7,N
MORTGAGE,VENTURE,C,25,15000,12.61,0,0.19,4,80000,4,Y
MORTGAGE,PERSONAL,A,24,16000,7.88,0,0.2,2,80000,6,N
MORTGAGE,MEDICAL,C,22,2000,14.72,0,0.03,3,80000,0,Y
RENT,PERSONAL,B,22,12000,0,1,0.34,2,35000,2,N
OWN,EDUCATION,C,25,6000,13.47,0,0.15,3,40000,5,Y
OWN,EDUCATION,C,21,15000,13.16,0,0.38,2,40000,1,N
MORTGAGE,VENTURE,C,23,10000,0,1,0.14,3,74000,3,Y
RENT,DEBTCONSOLIDATION,B,22,12000,11.71,1,0.34,4,35000,6,N
RENT,DEBTCONSOLIDATION,B,23,12000,10,1,0.34,4,35000,3,N
RENT,VENTURE,A,24,12000,6.54,1,0.34,2,35000,1,N
RENT,EDUCATION,C,26,12000,10.91,1,0.34,2,35000,0,Y
MORTGAGE,EDUCATION,D,23,8000,15.58,0,0.1,4,80000,8,N
MORTGAGE,DEBTCONSOLIDATION,C,24,24000,14.35,0,0.3,3,80000,8,Y
MORTGAGE,VENTURE,A,26,4900,6.76,0,0.06,3,80000,2,N
RENT,PERSONAL,C,25,12000,12.84,1,0.41,4,29004,5,Y
RENT,VENTURE,A,24,12000,7.29,1,0.34,4,35400,8,N
OWN,EDUCATION,C,25,10000,14.72,0,0.13,3,80000,3,Y
OWN,EDUCATION,C,24,2000,12.53,0,0.05,4,40000,7,N
RENT,MEDICAL,B,25,12000,9.91,1,0.33,3,36000,0,N
RENT,DEBTCONSOLIDATION,B,26,12000,11.11,1,0.4,3,30000,4,N
MORTGAGE,PERSONAL,A,23,4000,7.51,0,0.05,3,80000,7,N
MORTGAGE,EDUCATION,A,24,18000,7.51,0,0.23,3,80000,0,N
OWN,VENTURE,A,23,6400,8.32,0,0.16,3,40000,0,N
RENT,MEDICAL,B,24,12000,8.88,1,0.33,4,36000,7,N
MORTGAGE,DEBTCONSOLIDATION,A,26,7000,7.51,0,0.09,2,80000,5,N
RENT,EDUCATION,A,25,12000,5.79,1,0.33,3,36000,0,N
RENT,VENTURE,B,22,12000,11.49,1,0.33,2,36000,6,N
MORTGAGE,PERSONAL,C,23,11000,12.73,0,0.14,3,80000,1,N
MORTGAGE,EDUCATION,B,23,25000,10.25,0,0.31,4,80000,0,N
MORTGAGE,MEDICAL,D,25,8825,15.7,1,0.12,3,62900,9,Y
RENT,DEBTCONSOLIDATION,B,21,12000,11.49,1,0.33,4,36780,2,N
RENT,DEBTCONSOLIDATION,C,25,12000,13.79,1,0.39,4,31008,2,N
MORTGAGE,EDUCATION,B,24,18000,10.62,0,0.23,2,80000,8,N
MORTGAGE,EDUCATION,C,23,12000,13.48,0,0.15,4,80000,1,Y
MORTGAGE,PERSONAL,C,24,12000,13.48,0,0.15,4,80000,8,Y
MORTGAGE,DEBTCONSOLIDATION,A,22,10000,7.14,0,0.13,4,80000,6,N
MORTGAGE,EDUCATION,B,23,15000,9.88,0,0.19,4,80000,1,N
MORTGAGE,EDUCATION,D,26,15000,16.07,0,0.19,2,80000,10,N
MORTGAGE,VENTURE,B,26,25000,0,0,0.31,3,80000,10,N
MORTGAGE,VENTURE,A,25,12000,7.88,0,0.15,3,80000,9,N
OWN,MEDICAL,E,26,24250,0,1,0.33,2,62900,4,Y
